0.000000e+00 4.072497e-33 4.470191e+17
5.000000e-08 4.072497e-33 4.470191e+17
1.000000e-07 4.560313e-33 3.992015e+17
1.500000e-07 5.117533e-33 3.557347e+17
2.000000e-07 5.760506e-33 3.160285e+17
2.500000e-07 6.509714e-33 2.796565e+17
3.000000e-07 7.390959e-33 2.463123e+17
3.500000e-07 8.436952e-33 2.157751e+17
4.000000e-07 9.689440e-33 1.878833e+17
4.500000e-07 1.120206e-32 1.625133e+17
5.000000e-07 1.304422e-32 1.395625e+17
5.500000e-07 1.530634e-32 1.189366e+17
6.000000e-07 1.810708e-32 1.005399e+17
6.500000e-07 2.160326e-32 8.426893e+16
7.000000e-07 2.600367e-32 7.000872e+16
7.500000e-07 3.158830e-32 5.763158e+16
8.000000e-07 3.873545e-32 4.699788e+16
8.500000e-07 4.796008e-32 3.795831e+16
9.000000e-07 5.996860e-32 3.035729e+16
9.500000e-07 7.573747e-32 2.403677e+16
1.000000e-06 9.662712e-32 1.884030e+16
1.050000e-06 1.245480e-31 1.461673e+16
1.100000e-06 1.622045e-31 1.122339e+16
1.150000e-06 2.134563e-31 8.528604e+15
1.200000e-06 2.838571e-31 6.413382e+15
1.250000e-06 3.814651e-31 4.772347e+15
1.300000e-06 5.180713e-31 3.513964e+15
1.350000e-06 7.110748e-31 2.560186e+15
1.400000e-06 9.863727e-31 1.845635e+15
1.450000e-06 1.382845e-30 1.316478e+15
1.500000e-06 1.959373e-30 9.291153e+14
1.550000e-06 2.805925e-30 6.487999e+14
1.600000e-06 4.061183e-30 4.482644e+14
1.650000e-06 5.940850e-30 3.064349e+14
1.700000e-06 8.783455e-30 2.072628e+14
1.750000e-06 1.312514e-29 1.387021e+14
1.800000e-06 1.982279e-29 9.183791e+13
1.850000e-06 3.025858e-29 6.016422e+13
1.900000e-06 4.668263e-29 3.899703e+13
1.950000e-06 7.279229e-29 2.500929e+13
2.000000e-06 1.147199e-28 1.586894e+13
2.050000e-06 1.827325e-28 9.962561e+12
2.100000e-06 2.941822e-28 6.188287e+12
2.150000e-06 4.786747e-28 3.803175e+12
2.200000e-06 7.872057e-28 2.312590e+12
2.250000e-06 1.308457e-27 1.391321e+12
2.300000e-06 2.198136e-27 8.281944e+11
2.350000e-06 3.732271e-27 4.877684e+11
2.400000e-06 6.404945e-27 2.842310e+11
2.450000e-06 1.110916e-26 1.638723e+11
2.500000e-06 1.947470e-26 9.347942e+10
2.550000e-06 3.450516e-26 5.275976e+10
2.600000e-06 6.179038e-26 2.946226e+10
2.650000e-06 1.118359e-25 1.627817e+10
2.700000e-06 2.045811e-25 8.898595e+09
2.750000e-06 3.782450e-25 4.812976e+09
2.800000e-06 7.068130e-25 2.575623e+09
2.850000e-06 1.334933e-24 1.363726e+09
2.900000e-06 2.548228e-24 7.144117e+08
2.950000e-06 4.916325e-24 3.702936e+08
3.000000e-06 9.586643e-24 1.898979e+08
3.050000e-06 1.889366e-23 9.635420e+07
3.100000e-06 3.763478e-23 4.837237e+07
3.150000e-06 7.576809e-23 2.402705e+07
3.200000e-06 1.541725e-22 1.180810e+07
3.250000e-06 3.170670e-22 5.741638e+06
3.300000e-06 6.590508e-22 2.762282e+06
3.350000e-06 1.384556e-21 1.314851e+06
3.400000e-06 2.939852e-21 6.192433e+05
3.450000e-06 6.309054e-21 2.885510e+05
3.500000e-06 1.368443e-20 1.330332e+05
3.550000e-06 2.999941e-20 6.068399e+04
3.600000e-06 6.646950e-20 2.738826e+04
3.650000e-06 1.488524e-19 1.223013e+04
3.700000e-06 3.369091e-19 5.403487e+03
3.750000e-06 7.707142e-19 2.362074e+03
3.800000e-06 1.781959e-18 1.021620e+03
3.850000e-06 4.164142e-18 4.371810e+02
3.900000e-06 9.835062e-18 1.851014e+02
3.950000e-06 2.347752e-17 7.754157e+01
4.000000e-06 5.664364e-17 3.213925e+01
4.050000e-06 1.381254e-16 1.317993e+01
4.100000e-06 3.404237e-16 5.347701e+00
4.150000e-06 8.479876e-16 2.146828e+00
4.200000e-06 2.134926e-15 8.527150e-01
4.250000e-06 5.432503e-15 3.351096e-01
4.300000e-06 1.397142e-14 1.303005e-01
4.350000e-06 3.631659e-14 5.012816e-02
4.400000e-06 9.540981e-14 1.908068e-02
4.450000e-06 2.533405e-13 7.185917e-03
4.500000e-06 6.798920e-13 2.677607e-03
4.550000e-06 1.844161e-12 9.871610e-04
4.600000e-06 5.055702e-12 3.600853e-04
4.650000e-06 1.400837e-11 1.299569e-04
4.700000e-06 3.922993e-11 4.640549e-05
4.750000e-06 1.110378e-10 1.639517e-05
4.800000e-06 0.000000e+00 0.000000e+00
4.850000e-06 0.000000e+00 0.000000e+00
4.900000e-06 0.000000e+00 0.000000e+00
4.950000e-06 0.000000e+00 0.000000e+00
5.000000e-06 0.000000e+00 0.000000e+00
5.050000e-06 0.000000e+00 0.000000e+00
5.100000e-06 0.000000e+00 0.000000e+00
5.150000e-06 0.000000e+00 0.000000e+00
5.200000e-06 0.000000e+00 0.000000e+00
5.250000e-06 0.000000e+00 0.000000e+00
5.300000e-06 0.000000e+00 0.000000e+00
5.350000e-06 0.000000e+00 0.000000e+00
5.400000e-06 0.000000e+00 0.000000e+00
5.450000e-06 0.000000e+00 0.000000e+00
5.500000e-06 1.433430e-09 1.270019e-06
5.550000e-06 4.488204e-09 4.056152e-07
5.600000e-06 1.390417e-08 1.309308e-07
5.650000e-06 4.261807e-08 4.271624e-08
5.700000e-06 1.292466e-07 1.408536e-08
5.750000e-06 3.878113e-07 4.694252e-09
5.800000e-06 1.151326e-06 1.581206e-09
5.850000e-06 3.381836e-06 5.383123e-10
5.900000e-06 9.828407e-06 1.852267e-10
5.950000e-06 2.826117e-05 6.441645e-11
6.000000e-06 8.040321e-05 2.264193e-11
6.050000e-06 2.263253e-04 8.043662e-12
6.100000e-06 6.303315e-04 2.888137e-12
6.150000e-06 1.736926e-03 1.048107e-12
6.200000e-06 4.735546e-03 3.844295e-13
6.250000e-06 1.277424e-02 1.425121e-13
6.300000e-06 3.409389e-02 5.339619e-14
6.350000e-06 9.003148e-02 2.022053e-14
6.400000e-06 2.352277e-01 7.739240e-15
6.450000e-06 6.080776e-01 2.993835e-15
6.500000e-06 1.555270e+00 1.170526e-15
6.550000e-06 3.935764e+00 4.625490e-16
6.600000e-06 9.854365e+00 1.847388e-16
6.650000e-06 2.441207e+01 7.457311e-17
6.700000e-06 5.983522e+01 3.042496e-17
6.750000e-06 1.451060e+02 1.254589e-17
6.800000e-06 3.481693e+02 5.228732e-18
6.850000e-06 8.265552e+02 2.202495e-18
6.900000e-06 1.941465e+03 9.376857e-19
6.950000e-06 4.511943e+03 4.034811e-19
7.000000e-06 1.037466e+04 1.754740e-19
7.050000e-06 2.360265e+04 7.713048e-20
7.100000e-06 5.312806e+04 3.426596e-20
7.150000e-06 1.183214e+05 1.538592e-20
7.200000e-06 2.607230e+05 6.982446e-21
7.250000e-06 5.684228e+05 3.202693e-21
7.300000e-06 1.226140e+06 1.484728e-21
7.350000e-06 2.616887e+06 6.956678e-22
7.400000e-06 5.525941e+06 3.294433e-22
7.450000e-06 1.154526e+07 1.576823e-22
7.500000e-06 2.386590e+07 7.627971e-23
7.550000e-06 4.881217e+07 3.729569e-23
7.600000e-06 9.877678e+07 1.843028e-23
7.650000e-06 1.977689e+08 9.205109e-24
7.700000e-06 3.917755e+08 4.646752e-24
7.750000e-06 7.678795e+08 2.370794e-24
7.800000e-06 1.489105e+09 1.222536e-24
7.850000e-06 2.857154e+09 6.371668e-25
7.900000e-06 5.423985e+09 3.356358e-25
7.950000e-06 1.018778e+10 1.786928e-25
8.000000e-06 1.893290e+10 9.615450e-26
8.050000e-06 3.481217e+10 5.229446e-26
8.100000e-06 6.333174e+10 2.874521e-26
8.150000e-06 1.139956e+11 1.596978e-26
8.200000e-06 2.030163e+11 8.967179e-27
8.250000e-06 3.577258e+11 5.089048e-27
8.300000e-06 6.236573e+11 2.919045e-27
8.350000e-06 1.075767e+12 1.692267e-27
8.400000e-06 1.835974e+12 9.915631e-28
8.450000e-06 3.100211e+12 5.872129e-28
8.500000e-06 5.179555e+12 3.514750e-28
8.550000e-06 8.561898e+12 2.126262e-28
8.600000e-06 1.400310e+13 1.300058e-28
8.650000e-06 2.265972e+13 8.034008e-29
8.700000e-06 3.627953e+13 5.017937e-29
8.750000e-06 5.747056e+13 3.167681e-29
8.800000e-06 9.007537e+13 2.021067e-29
8.850000e-06 1.396831e+14 1.303296e-29
8.900000e-06 2.143184e+14 8.494298e-30
8.950000e-06 3.253518e+14 5.595432e-30
9.000000e-06 4.886820e+14 3.725293e-30
9.050000e-06 7.262405e+14 2.506723e-30
9.100000e-06 1.067868e+15 1.704784e-30
9.150000e-06 1.553606e+15 1.171779e-30
9.200000e-06 2.236429e+15 8.140138e-31
9.250000e-06 3.185416e+15 5.715058e-31
9.300000e-06 4.489346e+15 4.055120e-31
9.350000e-06 6.260628e+15 2.907829e-31
9.400000e-06 8.639468e+15 2.107171e-31
9.450000e-06 1.179811e+16 1.543031e-31
9.500000e-06 1.594495e+16 1.141731e-31
9.550000e-06 2.132837e+16 8.535505e-32
9.600000e-06 2.824007e+16 6.446456e-32
9.650000e-06 3.701787e+16 4.917851e-32
9.700000e-06 4.804805e+16 3.788882e-32
9.750000e-06 6.176761e+16 2.947312e-32
9.800000e-06 7.866713e+16 2.314161e-32
9.850000e-06 9.929553e+16 1.833400e-32
9.900000e-06 1.242684e+17 1.464962e-32
9.950000e-06 1.542826e+17 1.179967e-32
1.000000e-05 1.901413e+17 9.574373e-33
1.005000e-05 2.327934e+17 7.820170e-33
1.010000e-05 2.833961e+17 6.423815e-33
1.015000e-05 3.434108e+17 5.301183e-33
1.020000e-05 4.147498e+17 4.389355e-33
1.025000e-05 4.147498e+17 4.389355e-33
